Game_ID,MATCHUP,GAME_DATE
0021900067,NOP vs. DEN,2019-10-31
0021900047,NOP vs. GSW,2019-10-28
0021900032,NOP @ HOU,2019-10-26
0021900021,NOP vs. DAL,2019-10-25
0021900001,NOP @ TOR,2019-10-22
0022000734,NOP vs. ORL,2021-04-01
0022000708,NOP @ BOS,2021-03-29
0022000698,NOP vs. DAL,2021-03-27
0022000689,NOP vs. DEN,2021-03-26
0022000663,NOP vs. LAL,2021-03-23
0022000646,NOP @ DEN,2021-03-21
0022000629,NOP @ POR,2021-03-18
0022000614,NOP @ POR,2021-03-16
0022000601,NOP vs. LAC,2021-03-14
0022000581,NOP vs. CLE,2021-03-12
0022000574,NOP vs. MIN,2021-03-11
0022000557,NOP vs. MIA,2021-03-04
0022000548,NOP vs. CHI,2021-03-03
0022000533,NOP vs. UTA,2021-03-01
0022000514,NOP @ SAS,2021-02-27
0022000503,NOP @ MIL,2021-02-25
0022000494,NOP vs. DET,2021-02-24
0022000465,NOP vs. BOS,2021-02-21
0022000455,NOP vs. PHX,2021-02-19
0022000441,NOP vs. POR,2021-02-17
0022000429,NOP @ MEM,2021-02-16
0022000561,NOP @ DET,2021-02-14
0022000399,NOP @ DAL,2021-02-12
0022000385,NOP @ CHI,2021-02-10
0022000377,NOP vs. HOU,2021-02-09
0022000355,NOP vs. MEM,2021-02-06
0022000343,NOP @ IND,2021-02-05
0022000335,NOP vs. PHX,2021-02-03
0022000300,NOP vs. HOU,2021-01-30
0022000293,NOP vs. MIL,2021-01-29
0022000279,NOP vs. WAS,2021-01-27
0022000246,NOP @ MIN,2021-01-23
0022000227,NOP @ UTA,2021-01-21
0022000214,NOP @ UTA,2021-01-19
0022000172,NOP @ LAC,2021-01-13
0022000126,NOP vs. CHA,2021-01-08
0022000114,NOP vs. OKC,2021-01-06
0022000100,NOP vs. IND,2021-01-04
0022000084,NOP vs. TOR,2021-01-02
0022000067,NOP @ OKC,2020-12-31
0022000053,NOP @ PHX,2020-12-29
0022000034,NOP vs. SAS,2020-12-27
0022000005,NOP @ MIA,2020-12-25
0022000014,NOP @ TOR,2020-12-23
0022100422,NOP @ OKC,2021-12-15
0022100401,NOP @ SAS,2021-12-12
0022100388,NOP vs. DET,2021-12-10
0022100375,NOP vs. DEN,2021-12-08
0022100313,NOP @ LAC,2021-11-29
0022100299,NOP @ UTA,2021-11-27
0022100289,NOP @ UTA,2021-11-26
0022100275,NOP vs. WAS,2021-11-24
0022100259,NOP vs. MIN,2021-11-22
0022100240,NOP @ IND,2021-11-20
0022100235,NOP vs. LAC,2021-11-19
0022100217,NOP @ MIA,2021-11-17
0022100201,NOP @ WAS,2021-11-15
0022100188,NOP vs. MEM,2021-11-13
0022100165,NOP vs. OKC,2021-11-10
0022100150,NOP @ DAL,2021-11-08
0022100130,NOP @ GSW,2021-11-05
0022100106,NOP @ PHX,2021-11-02
0022100080,NOP vs. NYK,2021-10-30
0021701123,LAL vs. DAL,2018-03-28
0021701104,LAL @ DET,2018-03-26
0021701092,LAL @ MEM,2018-03-24
0021701075,LAL @ NOP,2018-03-22
0021701051,LAL @ IND,2018-03-19
0021701034,LAL vs. MIA,2018-03-16
0021701015,LAL vs. DEN,2018-03-13
0021700983,LAL @ DEN,2018-03-09
0021700971,LAL vs. ORL,2018-03-07
0021700956,LAL vs. POR,2018-03-05
0021700940,LAL @ SAS,2018-03-03
0021700922,LAL @ MIA,2018-03-01
0021700227,LAL vs. PHX,2017-11-17
0021700196,LAL @ PHX,2017-11-13
0021700182,LAL @ MIL,2017-11-11
0021700016,LAL vs. LAC,2017-10-19
0021801121,LAL @ UTA,2019-03-27
0021801026,LAL @ DET,2019-03-15
0021901273,LAL @ HOU,2020-08-06
0021900876,LAL @ GSW,2020-02-27
0021900580,LAL @ OKC,2020-01-11
0021900443,LAL vs. DEN,2019-12-22
0022001046,LAL vs. HOU,2021-05-12
0022001041,LAL vs. NYK,2021-05-11
0022001010,LAL @ POR,2021-05-07
0022001002,LAL @ LAC,2021-05-06
0022000982,LAL vs. DEN,2021-05-03
0022000935,LAL @ WAS,2021-04-28
0022000917,LAL @ ORL,2021-04-26
0022000908,LAL @ DAL,2021-04-24
0022000897,LAL @ DAL,2021-04-22
0022000875,LAL vs. UTA,2021-04-19
0022000855,LAL vs. UTA,2021-04-17
0022000842,LAL vs. BOS,2021-04-15
0022000825,LAL @ CHA,2021-04-13
0022000815,LAL @ NYK,2021-04-12
0022000772,LAL @ TOR,2021-04-06
0022000756,LAL @ LAC,2021-04-04
0022000729,LAL vs. MIL,2021-03-31
0022000706,LAL vs. ORL,2021-03-28
0022000693,LAL vs. CLE,2021-03-26
0022000681,LAL vs. PHI,2021-03-25
0022000651,LAL @ PHX,2021-03-21
0022100368,WAS @ DET,2021-12-08
0022100355,WAS @ IND,2021-12-06
0022100351,WAS @ TOR,2021-12-05
0022100321,WAS vs. MIN,2021-12-01
0022100311,WAS @ SAS,2021-11-29
0022100298,WAS @ DAL,2021-11-27
0022100286,WAS @ OKC,2021-11-26
0022100254,WAS vs. CHA,2021-11-22
0022100241,WAS vs. MIA,2021-11-20
0022100225,WAS @ MIA,2021-11-18
0022100213,WAS @ CHA,2021-11-17
0022100187,WAS @ ORL,2021-11-13
0022100142,WAS vs. MIL,2021-11-07
0022100126,WAS vs. MEM,2021-11-05
0022100112,WAS vs. TOR,2021-11-03
0022100097,WAS @ ATL,2021-11-01
0022100078,WAS vs. BOS,2021-10-30
0022100066,WAS vs. ATL,2021-10-28
0022100056,WAS @ BOS,2021-10-27
0022100019,WAS vs. IND,2021-10-22
0022100006,WAS @ TOR,2021-10-20
0021201230,GSW @ POR,2013-04-17
0021201212,GSW vs. SAS,2013-04-15
0021201189,GSW @ LAL,2013-04-12
0021201163,GSW vs. MIN,2013-04-09
0021201151,GSW vs. UTA,2013-04-07
0021201134,GSW @ PHX,2013-04-05
0021201122,GSW vs. NOH,2013-04-03
0021201094,GSW vs. POR,2013-03-30
0021201069,GSW vs. SAC,2013-03-27
0021201053,GSW vs. LAL,2013-03-25
0021201039,GSW vs. WAS,2013-03-23
0021201016,GSW @ SAS,2013-03-20
0021201001,GSW @ NOH,2013-03-18
0021200988,GSW @ HOU,2013-03-17
0021200978,GSW vs. CHI,2013-03-15
0021200966,GSW vs. DET,2013-03-13
0021200947,GSW vs. NYK,2013-03-11
0021200933,GSW vs. MIL,2013-03-09
0021200926,GSW vs. HOU,2013-03-08
0021200912,GSW vs. SAC,2013-03-06
0021200895,GSW vs. TOR,2013-03-04
0021200876,GSW @ PHI,2013-03-02
0021200867,GSW @ BOS,2013-03-01
0021200853,GSW @ NYK,2013-02-27
0021200844,GSW @ IND,2013-02-26
0021200832,GSW @ MIN,2013-02-24
0021200822,GSW vs. SAS,2013-02-22
0021200808,GSW vs. PHX,2013-02-20
0021200795,GSW @ UTA,2013-02-19
0021200774,GSW vs. HOU,2013-02-12
0021200750,GSW @ DAL,2013-02-09
0021200742,GSW @ MEM,2013-02-08
0021200718,GSW @ HOU,2013-02-05
0021200704,GSW vs. PHX,2013-02-02
0021200659,GSW @ TOR,2013-01-28
0021200647,GSW @ MIL,2013-01-26
0021200636,GSW @ CHI,2013-01-25
0021200610,GSW vs. LAC,2013-01-21
0021200596,GSW @ NOH,2013-01-19
0021200553,GSW @ DEN,2013-01-13
0021200540,GSW vs. POR,2013-01-11
0021200526,GSW vs. MEM,2013-01-09
0021200498,GSW @ LAC,2013-01-05
0021200475,GSW vs. LAC,2013-01-02
0021200447,GSW vs. BOS,2012-12-29
0021200436,GSW vs. PHI,2012-12-28
0021200420,GSW @ UTA,2012-12-26
0021200398,GSW vs. LAL,2012-12-22
0021200389,GSW vs. CHA,2012-12-21
0021200375,GSW @ SAC,2012-12-19
0021200365,GSW vs. NOH,2012-12-18
0021200337,GSW @ ATL,2012-12-15
0021200330,GSW @ ORL,2012-12-14
0021200299,GSW @ CHA,2012-12-10
0021200283,GSW @ WAS,2012-12-08
0021200272,GSW @ BKN,2012-12-07
0021200261,GSW @ DET,2012-12-05
0021200250,GSW vs. ORL,2012-12-03
0021200242,GSW vs. IND,2012-12-01
0021200221,GSW vs. DEN,2012-11-29
0021200190,GSW vs. MIN,2012-11-24
0021200179,GSW @ DEN,2012-11-23
0021200170,GSW vs. BKN,2012-11-21
0021200151,GSW @ DAL,2012-11-19
0021200126,GSW @ MIN,2012-11-16
0021200118,GSW vs. ATL,2012-11-14
0021200089,GSW vs. DEN,2012-11-10
0021200080,GSW @ LAL,2012-11-09
0021200065,GSW vs. CLE,2012-11-07
0021200048,GSW @ SAC,2012-11-05
0021200036,GSW @ LAC,2012-11-03
0021200026,GSW vs. MEM,2012-11-02
0021200010,GSW @ PHX,2012-10-31
0021301213,GSW vs. MIN,2014-04-14
0021301201,GSW @ POR,2014-04-13
0021301188,GSW @ LAL,2014-04-11
0021301175,GSW vs. DEN,2014-04-10
0021301155,GSW vs. UTA,2014-04-06
0021301141,GSW vs. SAC,2014-04-04
0021301123,GSW @ SAS,2014-04-02
0021301112,GSW @ DAL,2014-04-01
0021301098,GSW vs. NYK,2014-03-30
0021301086,GSW vs. MEM,2014-03-28
0021301038,GSW vs. SAS,2014-03-22
0021301021,GSW vs. MIL,2014-03-20
0021301007,GSW vs. ORL,2014-03-18
0021300994,GSW @ POR,2014-03-16
0021300980,GSW vs. CLE,2014-03-14
0021300967,GSW @ LAC,2014-03-12
0021300956,GSW vs. DAL,2014-03-11
0021300942,GSW vs. PHX,2014-03-09
0021300927,GSW vs. ATL,2014-03-07
0021300907,GSW @ BOS,2014-03-05
0021300899,GSW @ IND,2014-03-04
0021300884,GSW @ TOR,2014-03-02
0021300869,GSW @ NYK,2014-02-28
0021300855,GSW @ CHI,2014-02-26
0021300842,GSW @ DET,2014-02-24
0021300832,GSW vs. BKN,2014-02-22
0021300814,GSW vs. HOU,2014-02-20
0021300810,GSW @ SAC,2014-02-19
0021300769,GSW vs. PHI,2014-02-10
0021300754,GSW @ PHX,2014-02-08
0021300738,GSW vs. CHI,2014-02-06
0021300724,GSW vs. CHA,2014-02-04
0021300696,GSW @ UTA,2014-01-31
0021300688,GSW vs. LAC,2014-01-30
0021300673,GSW vs. WAS,2014-01-28
0021300660,GSW vs. POR,2014-01-26
0021300645,GSW vs. MIN,2014-01-24
0021300615,GSW vs. IND,2014-01-20
0021300599,GSW @ NOP,2014-01-18
0021300576,GSW vs. DEN,2014-01-15
0021300541,GSW vs. BOS,2014-01-10
0021300523,GSW @ BKN,2014-01-08
0021300515,GSW @ MIL,2014-01-07
0021300501,GSW @ WAS,2014-01-05
0021300483,GSW @ ATL,2014-01-03
0021300462,GSW @ ORL,2013-12-31
0021300448,GSW @ CLE,2013-12-29
0021300435,GSW vs. PHX,2013-12-27
0021300422,GSW vs. LAC,2013-12-25
0021300415,GSW @ DEN,2013-12-23
0021300402,GSW vs. LAL,2013-12-21
0021300382,GSW vs. SAS,2013-12-19
0021300368,GSW vs. NOP,2013-12-17
0021300355,GSW @ PHX,2013-12-15
0021300341,GSW vs. HOU,2013-12-13
0021300326,GSW vs. DAL,2013-12-11
0021300304,GSW @ CHA,2013-12-09
0021300293,GSW @ MEM,2013-12-07
0021300285,GSW @ HOU,2013-12-06
0021300268,GSW vs. TOR,2013-12-03
0021300251,GSW @ SAC,2013-12-01
0021300225,GSW @ DAL,2013-11-27
0021300214,GSW @ NOP,2013-11-26
0021300196,GSW vs. POR,2013-11-23
0021300154,GSW @ UTA,2013-11-18
0021300145,GSW vs. UTA,2013-11-16
0021300109,GSW vs. DET,2013-11-12
0021300091,GSW @ MEM,2013-11-09
0021300067,GSW @ MIN,2013-11-06
0021300048,GSW @ PHI,2013-11-04
0021300040,GSW vs. SAC,2013-11-02
0021300019,GSW @ LAC,2013-10-31
0021300017,GSW vs. LAL,2013-10-30
0021401229,GSW vs. DEN,2015-04-15
0021401212,GSW vs. MEM,2015-04-13
0021401192,GSW vs. MIN,2015-04-11
0021401174,GSW vs. POR,2015-04-09
0021401156,GSW @ NOP,2015-04-07
0021401150,GSW @ SAS,2015-04-05
0021401142,GSW @ DAL,2015-04-04
0021401126,GSW vs. PHX,2015-04-02
0021401111,GSW @ LAC,2015-03-31
0021401089,GSW @ MIL,2015-03-28
0021401082,GSW @ MEM,2015-03-27
0021401059,GSW @ POR,2015-03-24
0021401053,GSW vs. WAS,2015-03-23
0021401036,GSW vs. UTA,2015-03-21
0021401030,GSW vs. NOP,2015-03-20
0021401014,GSW vs. ATL,2015-03-18
0021400999,GSW vs. LAL,2015-03-16
0021400981,GSW vs. NYK,2015-03-14
0021400960,GSW vs. DET,2015-03-11
0021400944,GSW @ PHX,2015-03-09
0021400932,GSW vs. LAC,2015-03-08
0021400922,GSW vs. DAL,2015-03-06
0021400907,GSW vs. MIL,2015-03-04
0021400886,GSW @ BKN,2015-03-02
0021400880,GSW @ BOS,2015-03-01
0021400861,GSW @ TOR,2015-02-27
0021400838,GSW @ WAS,2015-02-24
0021400814,GSW vs. SAS,2015-02-20
0021400793,GSW @ MIN,2015-02-11
0021400775,GSW @ PHI,2015-02-09
0021400760,GSW @ NYK,2015-02-07
0021400749,GSW @ ATL,2015-02-06
0021400741,GSW vs. DAL,2015-02-04
0021400730,GSW @ SAC,2015-02-03
0021400715,GSW vs. PHX,2015-01-31
0021400703,GSW @ UTA,2015-01-30
0021400679,GSW vs. CHI,2015-01-27
0021400665,GSW vs. BOS,2015-01-25
0021400651,GSW vs. SAC,2015-01-23
0021400636,GSW vs. HOU,2015-01-21
0021400615,GSW vs. DEN,2015-01-19
0021400603,GSW @ HOU,2015-01-17
0021400582,GSW vs. MIA,2015-01-14
0021400571,GSW @ UTA,2015-01-13
0021400547,GSW vs. CLE,2015-01-09
0021400533,GSW vs. IND,2015-01-07
0021400493,GSW vs. TOR,2015-01-02
0021400474,GSW vs. PHI,2014-12-30
0021400452,GSW vs. MIN,2014-12-27
0021400431,GSW @ LAC,2014-12-25
0021400426,GSW @ LAL,2014-12-23
0021400415,GSW vs. SAC,2014-12-22
0021400365,GSW @ MEM,2014-12-16
0021400348,GSW @ NOP,2014-12-14
0021400340,GSW @ DAL,2014-12-13
0021400324,GSW vs. HOU,2014-12-10
0021400305,GSW @ MIN,2014-12-08
0021400289,GSW @ CHI,2014-12-06
0021400275,GSW vs. NOP,2014-12-04
0021400262,GSW vs. ORL,2014-12-02
0021400243,GSW @ DET,2014-11-30
0021400224,GSW @ CHA,2014-11-28
0021400212,GSW @ ORL,2014-11-26
0021400206,GSW @ MIA,2014-11-25
0021400196,GSW @ OKC,2014-11-23
0021400182,GSW vs. UTA,2014-11-21
0021400145,GSW @ LAL,2014-11-16
0021400140,GSW vs. CHA,2014-11-15
0021400121,GSW vs. BKN,2014-11-13
0021400108,GSW vs. SAS,2014-11-11
0021400095,GSW @ PHX,2014-11-09
0021400087,GSW @ HOU,2014-11-08
0021400068,GSW vs. LAC,2014-11-05
0021400042,GSW @ POR,2014-11-02
0021400038,GSW vs. LAL,2014-11-01
0021400014,GSW @ SAC,2014-10-29
0021501227,GSW vs. MEM,2016-04-13
0021501201,GSW @ SAS,2016-04-10
0021501190,GSW @ MEM,2016-04-09
0021501177,GSW vs. SAS,2016-04-07
0021501163,GSW vs. MIN,2016-04-05
0021501152,GSW vs. POR,2016-04-03
0021501136,GSW vs. BOS,2016-04-01
0021501119,GSW @ UTA,2016-03-30
0021501112,GSW vs. WAS,2016-03-29
0021501094,GSW vs. PHI,2016-03-27
0021501080,GSW vs. DAL,2016-03-25
0021501066,GSW vs. LAC,2016-03-23
0021501050,GSW @ MIN,2016-03-21
0021501036,GSW @ SAS,2016-03-19
0021501026,GSW @ DAL,2016-03-18
0021501011,GSW vs. NYK,2016-03-16
0021500996,GSW vs. NOP,2016-03-14
0021500981,GSW vs. PHX,2016-03-12
0021500971,GSW vs. POR,2016-03-11
0021500958,GSW vs. UTA,2016-03-09
0021500943,GSW vs. ORL,2016-03-07
0021500931,GSW @ LAL,2016-03-06
0021500855,GSW @ ORL,2016-02-25
0021500848,GSW @ MIA,2016-02-24
0021500836,GSW @ ATL,2016-02-22
0021500822,GSW @ LAC,2016-02-20
0021500815,GSW @ POR,2016-02-19
0021500799,GSW @ PHX,2016-02-10
0021500788,GSW vs. HOU,2016-02-09
0021500739,GSW @ WAS,2016-02-03
0021500718,GSW @ NYK,2016-01-31
0021500707,GSW @ PHI,2016-01-30
0021500691,GSW vs. DAL,2016-01-27
0021500675,GSW vs. SAS,2016-01-25
0021500652,GSW vs. IND,2016-01-22
0021500634,GSW @ CHI,2016-01-20
0021500605,GSW @ DET,2016-01-16
0021500592,GSW vs. LAL,2016-01-14
0021500583,GSW @ DEN,2016-01-13
0021500568,GSW vs. MIA,2016-01-11
0021500556,GSW @ SAC,2016-01-09
0021500548,GSW @ POR,2016-01-08
0021500524,GSW @ LAL,2016-01-05
0021500520,GSW vs. CHA,2016-01-04
0021500504,GSW vs. DEN,2016-01-02
0021500468,GSW vs. SAC,2015-12-28
0021500434,GSW vs. UTA,2015-12-23
0021500397,GSW vs. MIL,2015-12-18
0021500381,GSW vs. PHX,2015-12-16
0021500351,GSW @ MIL,2015-12-12
0021500336,GSW @ BOS,2015-12-11
0021500314,GSW @ IND,2015-12-08
0021500300,GSW @ BKN,2015-12-06
0021500290,GSW @ TOR,2015-12-05
0021500268,GSW @ CHA,2015-12-02
0021500259,GSW @ UTA,2015-11-30
0021500245,GSW vs. SAC,2015-11-28
0021500236,GSW @ PHX,2015-11-27
0021500214,GSW vs. LAL,2015-11-24
0021500200,GSW @ DEN,2015-11-22
0021500187,GSW vs. CHI,2015-11-20
0021500177,GSW @ LAC,2015-11-19
0021500164,GSW vs. TOR,2015-11-17
0021500144,GSW vs. BKN,2015-11-14
0021500125,GSW @ MIN,2015-11-12
0021500120,GSW @ MEM,2015-11-11
0021500104,GSW vs. DET,2015-11-09
0021500092,GSW @ SAC,2015-11-07
0021500083,GSW vs. DEN,2015-11-06
0021500069,GSW vs. LAC,2015-11-04
0021500051,GSW vs. MEM,2015-11-02
0021500035,GSW @ NOP,2015-10-31
0021500030,GSW @ HOU,2015-10-30
0021500003,GSW vs. NOP,2015-10-27
0021601171,GSW @ PHX,2017-04-05
0021601162,GSW vs. MIN,2017-04-04
0021601152,GSW vs. WAS,2017-04-02
0021601136,GSW vs. HOU,2017-03-31
0021601118,GSW @ SAS,2017-03-29
0021601108,GSW @ HOU,2017-03-28
0021601094,GSW vs. MEM,2017-03-26
0021601055,GSW @ DAL,2017-03-21
0021601049,GSW @ OKC,2017-03-20
0021601035,GSW vs. MIL,2017-03-18
0021601019,GSW vs. ORL,2017-03-16
0021601003,GSW vs. PHI,2017-03-14
0021600968,GSW @ MIN,2017-03-10
0021600959,GSW vs. BOS,2017-03-08
0021600937,GSW @ ATL,2017-03-06
0021600928,GSW @ NYK,2017-03-05
0021600906,GSW @ CHI,2017-03-02
0021600873,GSW vs. BKN,2017-02-25
0021701087,GSW vs. ATL,2018-03-23
0021700597,GSW vs. DEN,2018-01-08
0021700578,GSW @ LAC,2018-01-06
0021700566,GSW @ HOU,2018-01-04
0021700284,GSW vs. NOP,2017-11-25
0021700276,GSW vs. CHI,2017-11-24
0021700236,GSW @ BKN,2017-11-19
0021700163,GSW vs. MIN,2017-11-08
0021801215,GSW @ NOP,2019-04-09
0021801038,GSW @ OKC,2019-03-16
0021801018,GSW @ HOU,2019-03-13
0021800923,GSW @ ORL,2019-02-28
0021900929,GSW vs. TOR,2020-03-05
0021900065,GSW vs. PHX,2019-10-30
0021900036,GSW @ OKC,2019-10-27
0021900016,GSW vs. LAC,2019-10-24
0022001070,GSW vs. MEM,2021-05-16
0022001039,GSW vs. PHX,2021-05-11
0022001030,GSW vs. UTA,2021-05-10
0022001017,GSW vs. OKC,2021-05-08
0022001001,GSW vs. OKC,2021-05-06
0022000987,GSW @ NOP,2021-05-04
0022000977,GSW @ NOP,2021-05-03
0022000958,GSW @ HOU,2021-05-01
0022000946,GSW @ MIN,2021-04-29
0022000932,GSW vs. DAL,2021-04-27
0022000903,GSW vs. DEN,2021-04-23
0022000885,GSW @ WAS,2021-04-21
0022000858,GSW @ BOS,2021-04-17
0022000841,GSW @ CLE,2021-04-15
0022000836,GSW @ OKC,2021-04-14
0022000821,GSW vs. DEN,2021-04-12
0022000802,GSW vs. HOU,2021-04-10
0022000798,GSW vs. WAS,2021-04-09
0022000774,GSW vs. MIL,2021-04-06
0022000759,GSW @ ATL,2021-04-04
0022000733,GSW @ MIA,2021-04-01
0022000716,GSW vs. CHI,2021-03-29
0022000622,GSW @ HOU,2021-03-17
0022000594,GSW vs. UTA,2021-03-14
0022000576,GSW @ LAC,2021-03-11
0022000550,GSW @ POR,2021-03-03
0022000511,GSW vs. CHA,2021-02-26
0022000489,GSW @ IND,2021-02-24
0022000483,GSW @ NYK,2021-02-23
0022000449,GSW @ ORL,2021-02-19
0022000443,GSW vs. MIA,2021-02-17
0022000424,GSW vs. CLE,2021-02-15
0022000393,GSW vs. ORL,2021-02-11
0022000378,GSW @ SAS,2021-02-09
0022000371,GSW @ SAS,2021-02-08
0022000360,GSW @ DAL,2021-02-06
0022000339,GSW @ DAL,2021-02-04
0022000326,GSW vs. BOS,2021-02-02
0022000305,GSW vs. DET,2021-01-30
0022000286,GSW @ PHX,2021-01-28
0022000283,GSW vs. MIN,2021-01-27
0022000266,GSW vs. MIN,2021-01-25
0022000242,GSW @ UTA,2021-01-23
0022000228,GSW vs. NYK,2021-01-21
0022000223,GSW vs. SAS,2021-01-20
0022000177,GSW @ DEN,2021-01-14
0022000163,GSW vs. IND,2021-01-12
0022000148,GSW vs. TOR,2021-01-10
0022000130,GSW vs. LAC,2021-01-08
0022000116,GSW vs. LAC,2021-01-06
0022000092,GSW vs. POR,2021-01-03
0022000078,GSW vs. POR,2021-01-01
0022000047,GSW @ DET,2020-12-29
0022000038,GSW @ CHI,2020-12-27
0022000006,GSW @ MIL,2020-12-25
0022100414,GSW @ NYK,2021-12-14
0022100405,GSW @ IND,2021-12-13
0022100376,GSW vs. POR,2021-12-08
0022100361,GSW vs. ORL,2021-12-06
0022100346,GSW vs. SAS,2021-12-04
0022100340,GSW vs. PHX,2021-12-03
0022100316,GSW @ PHX,2021-11-30
0022100300,GSW @ LAC,2021-11-28
0022100290,GSW vs. POR,2021-11-26
0022100278,GSW vs. PHI,2021-11-24
0022100252,GSW vs. TOR,2021-11-21
0022100224,GSW @ CLE,2021-11-18
0022100194,GSW @ CHA,2021-11-14
0022100183,GSW vs. CHI,2021-11-12
0022100169,GSW vs. MIN,2021-11-10
0022100152,GSW vs. ATL,2021-11-08
0022100145,GSW vs. HOU,2021-11-07
0022100117,GSW vs. CHA,2021-11-03
0022100086,GSW vs. OKC,2021-10-30
0022100070,GSW vs. MEM,2021-10-28
0022100051,GSW @ OKC,2021-10-26
0022100016,GSW vs. LAC,2021-10-21
0022001080,CHA @ WAS,2021-05-16
0022001064,CHA @ NYK,2021-05-15
0022001047,CHA vs. LAC,2021-05-13
0022000448,CHA vs. DEN,2021-05-11
0022001020,CHA vs. NOP,2021-05-09
0022001004,CHA vs. ORL,2021-05-07
0022000434,CHA vs. CHI,2021-05-06
0022000984,CHA @ DET,2021-05-04
0022000969,CHA vs. MIA,2021-05-02
0022000957,CHA vs. DET,2021-05-01
0022000644,CHA @ LAC,2021-03-20
0022000624,CHA @ DEN,2021-03-17
0022000588,CHA vs. TOR,2021-03-13
0022000568,CHA vs. DET,2021-03-11
0022000547,CHA @ MIN,2021-03-03
0022000535,CHA @ POR,2021-03-01
0022000496,CHA @ PHX,2021-02-24
0022000478,CHA @ UTA,2021-02-22
0022000459,CHA vs. GSW,2021-02-20
0022000414,CHA vs. SAS,2021-02-14
0022000395,CHA vs. MIN,2021-02-12
0022000386,CHA @ MEM,2021-02-10
0022000367,CHA vs. HOU,2021-02-08
0022000215,CHA vs. WAS,2021-02-07
0022000342,CHA vs. UTA,2021-02-05
0022000314,CHA @ MIA,2021-02-01
0022000299,CHA vs. MIL,2021-01-30
0022000288,CHA vs. IND,2021-01-29
0022000271,CHA vs. IND,2021-01-27
0022000259,CHA @ ORL,2021-01-25
0022000252,CHA @ ORL,2021-01-24
0022000229,CHA vs. CHI,2021-01-22
0022000191,CHA @ TOR,2021-01-16
0022000175,CHA @ TOR,2021-01-14
0022000164,CHA vs. DAL,2021-01-13
0022000149,CHA vs. NYK,2021-01-11
0022000134,CHA vs. ATL,2021-01-09
0022000110,CHA @ ATL,2021-01-06
0022000069,CHA vs. MEM,2021-01-01
0022000059,CHA @ DAL,2020-12-30
0022000022,CHA vs. OKC,2020-12-26
0022000010,CHA @ CLE,2020-12-23
0022100324,CHA @ MIL,2021-12-01
0022100307,CHA @ CHI,2021-11-29
0022100297,CHA @ HOU,2021-11-27
0022100281,CHA vs. MIN,2021-11-26
0022100269,CHA @ ORL,2021-11-24
0022100242,CHA @ ATL,2021-11-20
0022100230,CHA vs. IND,2021-11-19
0022100174,CHA vs. NYK,2021-11-12
0022100164,CHA @ MEM,2021-11-10
0022100154,CHA @ LAL,2021-11-08
0022100146,CHA @ LAC,2021-11-07
0022100090,CHA vs. POR,2021-10-31
0022100073,CHA @ MIA,2021-10-29
0022100055,CHA @ ORL,2021-10-27
0022100041,CHA vs. BOS,2021-10-25
0022100003,CHA vs. IND,2021-10-20
0021601227,SAS @ UTA,2017-04-12
0021600962,SAS @ OKC,2017-03-09
0021600925,SAS vs. MIN,2017-03-04
0021600902,SAS vs. IND,2017-03-01
0021600874,SAS @ LAL,2017-02-26
0021600865,SAS @ LAC,2017-02-24
0021600834,SAS @ ORL,2017-02-15
0021600817,SAS @ NYK,2017-02-12
0021600777,SAS @ MEM,2017-02-06
0021600762,SAS vs. DEN,2017-02-04
0021600744,SAS vs. PHI,2017-02-02
0021600727,SAS vs. OKC,2017-01-31
0021600674,SAS @ TOR,2017-01-24
0021600666,SAS @ BKN,2017-01-23
0021600639,SAS vs. DEN,2017-01-19
0021600588,SAS vs. LAL,2017-01-12
0021600558,SAS vs. CHA,2017-01-07
0021600543,SAS @ DEN,2017-01-05
0021600525,SAS vs. TOR,2017-01-03
0021600499,SAS vs. POR,2016-12-30
0021600482,SAS vs. PHX,2016-12-28
0021600458,SAS vs. CHI,2016-12-25
0021600454,SAS @ POR,2016-12-23
0021600441,SAS @ LAC,2016-12-22
0021600264,SAS vs. ORL,2016-11-29
0021600240,SAS @ WAS,2016-11-26
0021600206,SAS vs. DAL,2016-11-21
0021600182,SAS @ LAL,2016-11-18
0021600168,SAS @ SAC,2016-11-16
0021600150,SAS vs. MIA,2016-11-14
0021600127,SAS vs. DET,2016-11-11
0021600086,SAS vs. LAC,2016-11-05
0021600077,SAS @ UTA,2016-11-04
0021600053,SAS vs. UTA,2016-11-01
0021701226,SAS @ NOP,2018-04-11
0021701196,SAS vs. POR,2018-04-07
0021701168,SAS @ LAC,2018-04-03
0021701145,SAS vs. HOU,2018-04-01
0021701126,SAS vs. OKC,2018-03-29
0021701108,SAS @ WAS,2018-03-27
0021701095,SAS @ MIL,2018-03-25
0021701085,SAS vs. UTA,2018-03-23
0021701071,SAS vs. WAS,2018-03-21
0021701056,SAS vs. GSW,2018-03-19
0021701042,SAS vs. MIN,2018-03-17
0021701025,SAS vs. NOP,2018-03-15
0021701012,SAS vs. ORL,2018-03-13
0021701001,SAS @ HOU,2018-03-12
0021700990,SAS @ OKC,2018-03-10
0021700954,SAS vs. MEM,2018-03-05
0021700920,SAS vs. NOP,2018-02-28
0021700880,SAS @ DEN,2018-02-23
0021700852,SAS @ DEN,2018-02-13
0021700845,SAS @ UTA,2018-02-12
0021700810,SAS @ PHX,2018-02-07
0021700781,SAS vs. UTA,2018-02-03
